"","The.Party.Affiliation","Speaker","p_bt","p_fc","p_ht","p_mt","p_pfic","X","ID","Label","Statement","Subject.s.","Speaker.Job.Title","State.Info","Barely.True.Counts","False.Counts","Half.True.Counts","Mostly.True.Counts","Pants.on.Fire.Counts","Venue.Location","Ts"
"1124","republican","rick-scott",1053,1206,1097,902,456,10370,10372,"false","High-speed rail would have cost Florida taxpayers $1 billion to build.","transportation","Governor","Florida",28,23,38,34,7,"TV interview",130
"1125","republican","rick-scott",1053,1206,1097,902,456,10482,10484,"false","The Medicaid expansion is going to cost Florida $1.9 billion a year.","health-care,medicaid,state-budget","Governor","Florida",28,23,38,34,7,"comments on CNBC",130
"1126","republican","rick-scott",1053,1206,1097,902,456,10566,10568,"half-true","Bing Energy said it decided to move to Florida because of Gov. Rick Scotts plan to eliminate the corporate tax.","economy,state-budget,taxes","Governor","Florida",28,23,38,34,7,"in his State of the State speech",130
"1127","republican","rick-scott",1053,1206,1097,902,456,10645,10647,"false","Recently, Florida has successfully reduced the environmental permitting time down to just two days.","environment,government-regulation,market-regulation","Governor","Florida",28,23,38,34,7,"an event with employees from the Department of Environmental Protection",130
"1128","republican","rick-scott",1053,1206,1097,902,456,10664,10666,"false","On expanding Medicaid as part of the health care law","medicaid,poverty","Governor","Florida",28,23,38,34,7,"public statements",130
"1129","republican","rick-scott",1053,1206,1097,902,456,10776,10778,"true","Jennifer Carroll is the first African-American Republican woman to be part of a statewide ticket in Florida.","candidates-biography,elections","Governor","Florida",28,23,38,34,7,"a press release.",130
"1130","republican","rick-scott",1053,1206,1097,902,456,10967,10969,"true","Florida unemployment has dropped more than 2 percentage points, down from 12 percent to 9.9 percent, the second-largest drop in the nation.","economy,jobs","Governor","Florida",28,23,38,34,7,"a speech at the CPAC conference",130
"1131","republican","rick-scott",1053,1206,1097,902,456,10976,10978,"false","The United States regulations are among the most difficult in the world.","economy,environment,health-care,market-regulation","Governor","Florida",28,23,38,34,7,"a press release",130
"1132","republican","rick-scott",1053,1206,1097,902,456,11017,11019,"mostly-true","Candidates for governor routinely disclose their spouses tax returns.","campaign-finance,elections","Governor","Florida",28,23,38,34,7,"a campaign commercial",130
"1133","republican","rick-scott",1053,1206,1097,902,456,11030,11032,"barely-true","Bill McCollum voted for higher taxes and fees 42 times while he was in Congress.","message-machine,taxes,voting-record","Governor","Florida",28,23,38,34,7,"a TV ad.",130
"1134","republican","rick-scott",1053,1206,1097,902,456,11198,11200,"barely-true","We have spent $350 million to deal with sea-level rise in the Miami area and hundreds of millions of dollars to deal with coral reefs.","climate-change,water","Governor","Florida",28,23,38,34,7,"a CNN debate",130
"1135","republican","rick-scott",1053,1206,1097,902,456,11298,11300,"barely-true","The families that are covered through the Low Income Pool is a different group of individuals than are covered by Obamacare.","health-care,medicaid,state-budget","Governor","Florida",28,23,38,34,7,"an interview in Washington, D.C.",130
"1136","republican","ted-cruz",1053,1206,1097,902,456,35,35,"true","We have a federal government that thinks they have the authority to regulate our toilet seats.","consumer-safety,corrections-and-updates,government-regulation,market-regulation,states,supreme-court,workers","Senator","Texas",36,33,15,19,8,"a speech at CPAC",111
"1137","republican","ted-cruz",1053,1206,1097,902,456,119,119,"false","About half of the presidents have been governors; half of them, senators.","congress,corrections-and-updates,elections,history,states","Senator","Texas",36,33,15,19,8,"remarks in New Hampshire",111
"1138","republican","ted-cruz",1053,1206,1097,902,456,199,199,"pants-fire","David Dewhurst has a record of promoting an income tax.","taxes","Senator","Texas",36,33,15,19,8,"a handout.",111
"1139","republican","ted-cruz",1053,1206,1097,902,456,332,332,"false","Hillary Clinton supports unlimited abortion on demand up until the moment of birth, including partial-birth abortion, with taxpayer funding.","abortion","Senator","Texas",36,33,15,19,8,"responding to an audience member's question at the Texas Tribune Festival.",111
"1140","republican","ted-cruz",1053,1206,1097,902,456,780,780,"false","Every year we spend roughly $500 billion on tax compliance. That is roughly the budget of our entire military, entirely wasted on tax compliance.","federal-budget,military,taxes","Senator","Texas",36,33,15,19,8,"a roundtable with Texas businesses",111
"1141","republican","ted-cruz",1053,1206,1097,902,456,851,851,"false","In the 2014 elections, the American people overwhelmingly said we dont want Obamacare and we dont want amnesty.","health-care,immigration,polls","Senator","Texas",36,33,15,19,8,"an interview on Fox News",111
"1142","republican","ted-cruz",1053,1206,1097,902,456,862,862,"mostly-true","Here in California, Donald Trump has given $12,000 to Jerry Brown, Gavin Newsom and Kamala Harris.","campaign-finance,elections","Senator","Texas",36,33,15,19,8,"a speech at the California Republican Party Convention",111
"1143","republican","ted-cruz",1053,1206,1097,902,456,896,896,"true","I earned more votes in the state of Wisconsin than Donald Trump did in New York.","elections","Senator","Texas",36,33,15,19,8,"remarks in Borden, Ind.",111
"1144","republican","ted-cruz",1053,1206,1097,902,456,933,933,"mostly-true","Says David Dewhurst explicitly advocated a guest worker program for all illegal immigrants.","immigration,workers","Senator","Texas",36,33,15,19,8,"a Republican U.S. Senate debate in Houston",111
"1145","republican","ted-cruz",1053,1206,1097,902,456,1168,1168,"half-true","Says Marco Rubio went on Univision, and in Spanish he promised that he would not on the first day in office rescind President Obamas illegal executive action.","immigration","Senator","Texas",36,33,15,19,8,"an interview on Fox News",111
"1146","republican","ted-cruz",1053,1206,1097,902,456,1202,1202,"true","More than once, Ive actually had a conversation with the protesters on substance.","civil-rights,elections","Senator","Texas",36,33,15,19,8,"an interview on ""Meet the Press""",111
"1147","republican","ted-cruz",1053,1206,1097,902,456,1281,1281,"false","Ukraine voluntarily gave up its nuclear weapons because the United States of America said it would ensure (its) territorial integrity from Russia.","foreign-policy","Senator","Texas",36,33,15,19,8,"an interview on CNN",111
"1148","republican","ted-cruz",1053,1206,1097,902,456,1408,1408,"false","Says Donald Trump has the second-highest disapproval ratings of anyone running for president.","polls","Senator","Texas",36,33,15,19,8,"an online campaign ad",111
"1149","republican","ted-cruz",1053,1206,1097,902,456,1631,1631,"false","Says President Barack Obama is the first president weve ever had who thinks he can choose which laws to enforce and which laws to ignore.","corrections-and-updates,history,legal-issues,supreme-court","Senator","Texas",36,33,15,19,8,"a speech at the CPAC conference",111
"1150","republican","ted-cruz",1053,1206,1097,902,456,1986,1986,"barely-true","Under President (George W.) Bush, prosecution of gun crimes was 30 percent higher than it is under President Obama.","bush-administration,crime,guns","Senator","Texas",36,33,15,19,8,"in an interview on the ""Tonight Show""",111
"1151","republican","ted-cruz",1053,1206,1097,902,456,2033,2033,"half-true","Says the claim that 40 percent of guns are sold without background checks traces to information gathered before background checks were even required.","guns","Senator","Texas",36,33,15,19,8,"a U.S. Senate committee hearing.",111
"1152","republican","ted-cruz",1053,1206,1097,902,456,2066,2066,"barely-true","Says both Donald Trump and Hillary Clinton say Planned Parenthood is terrificand that it should keep taxpayer funding.","abortion","Senator","Texas",36,33,15,19,8,"an interview on ""Meet the Press""",111
"1153","republican","ted-cruz",1053,1206,1097,902,456,2327,2327,"mostly-true","About 70 percentof Republicans nationwide ...dont think Donald Trump is the right guy to take on Hillary Clinton in November.","elections,polls","Senator","Texas",36,33,15,19,8,"an interview on ""Meet the Press""",111
"1154","republican","ted-cruz",1053,1206,1097,902,456,2603,2603,"half-true","Says Obamas net neutrality proposalputs the government in charge of determining Internet pricing, terms of service and what types of products and services can be delivered.","government-regulation,technology","Senator","Texas",36,33,15,19,8,"a Facebook post",111
"1155","republican","ted-cruz",1053,1206,1097,902,456,2661,2661,"pants-fire","Says Chuck Hagels nomination as defense secretary has been publicly celebrated by the Iranian government.","foreign-policy,military","Senator","Texas",36,33,15,19,8,"a Politico column.",111
"1156","republican","ted-cruz",1053,1206,1097,902,456,2683,2683,"false","California Senator, Democratic Senator Dianne Feinstein said if she could say to Mr. America and Mrs. America, Give me your guns, Im rounding em up, she would.","guns","Senator","Texas",36,33,15,19,8,"a TV interview",111
"1157","republican","ted-cruz",1053,1206,1097,902,456,2716,2716,"barely-true","Republican leadership took the lead confirming Loretta Lynch as attorney general.","congressional-rules,legal-issues","Senator","Texas",36,33,15,19,8,"an interview on NBC's 'Meet the Press'",111
"1158","republican","ted-cruz",1053,1206,1097,902,456,2780,2780,"mostly-true","My campaign finished the last quarter reporting the most cash on hand of any Republican in the field $13.8 million in the bank, $3.5 million more than the Jeb Bush campaign.","campaign-finance","Senator","Texas",36,33,15,19,8,"a Houston press conference",111
"1159","republican","ted-cruz",1053,1206,1097,902,456,2839,2839,"barely-true","When (Ronald) Reagan came in, from 1978 to 1982, economic growth averaged less than 1 percent a year. Theres only one other four-year period where thats true. Thats true from 2008 to 2012.","economy,history,jobs","Senator","Texas",36,33,15,19,8,"an interview with CBS' Stephen Colbert",111
"1160","republican","ted-cruz",1053,1206,1097,902,456,2951,2951,"false","Donald Trump and Hillary Clinton and Bernie Sanders have the identical position on health care, which is they want to put the government in charge of you and your doctor.","health-care","Senator","Texas",36,33,15,19,8,"comments on ""Meet the Press""",111
"1161","republican","ted-cruz",1053,1206,1097,902,456,2978,2978,"false","If Congress fails to act, the Obama administration intends to give away control of the internet to an international body akin to the United Nations.","foreign-policy,government-regulation,technology","Senator","Texas",36,33,15,19,8,"Senate floor remarks",111
"1162","republican","ted-cruz",1053,1206,1097,902,456,2991,2991,"barely-true","Barack Obama, right now, No. 1, over seven years has dramatically degraded our military.","federal-budget,military","Senator","Texas",36,33,15,19,8,"a Fox News debate",111
"1163","republican","ted-cruz",1053,1206,1097,902,456,3105,3105,"barely-true","According to a recent Congressional Budget Office report, under Obamacare, 7 million people will lose their employer-sponsored insurance.","federal-budget,health-care,public-health","Senator","Texas",36,33,15,19,8,"a radio commentary.",111
"1164","republican","ted-cruz",1053,1206,1097,902,456,3183,3183,"barely-true","Here, we have Thanksgiving, we have Christmas, we have the 4th of July. Every year in Iran, they celebrate Death to America day.","foreign-policy,history,nuclear","Senator","Texas",36,33,15,19,8,"an interview with Hugh Hewitt",111
"1165","republican","ted-cruz",1053,1206,1097,902,456,3274,3274,"barely-true","Spending on welfare, on prisons, and education, all of those have dropped by hundreds of millions of dollars because of Arizonas immigration laws that drove outundocumented immigrants.","immigration","Senator","Texas",36,33,15,19,8,"remarks during the GOP debate at the University of Houston",111
"1166","republican","ted-cruz",1053,1206,1097,902,456,3350,3350,"barely-true","The head of the FBI has told Congress they cannot vet those (Syrian) refugees.","foreign-policy","Senator","Texas",36,33,15,19,8,"a GOP debate on CNN",111
"1167","republican","ted-cruz",1053,1206,1097,902,456,3354,3354,"half-true","In the year 2013, the Obama administration released 104,000 criminal illegal aliens. They released 196 murderers people with homicide convictions, who are here illegally.","crime,criminal-justice,immigration","Senator","Texas",36,33,15,19,8,"answering a reporter in Iowa",111
"1168","republican","ted-cruz",1053,1206,1097,902,456,3427,3427,"half-true","Says Donald Trump has written 10 checks to Hillary Clinton and four of those checks were not to her Senate campaign. It was to her presidential campaign.","campaign-finance","Senator","Texas",36,33,15,19,8,"a Republican presidential debate in Detroit",111
"1169","republican","ted-cruz",1053,1206,1097,902,456,3524,3524,"false","ISIS is right now crucifying Christians in Iraq, literally nailing Christians to trees.","foreign-policy,iraq,terrorism","Senator","Texas",36,33,15,19,8,"an interview with WFAA-TV",111
"1170","republican","ted-cruz",1053,1206,1097,902,456,3607,3607,"false","Says Harry Reid, when asked about the Republican field, said the Republican he likes the best is Donald Trump, and he said, because I can work with him. Hell cut deals.","candidates-biography","Senator","Texas",36,33,15,19,8,"an interview on ABC's ""This Week""",111
"1171","republican","ted-cruz",1053,1206,1097,902,456,3617,3617,"half-true","It has been 80 years since a Supreme Court vacancy was nominated and confirmed in an election year. There is a long tradition that you dont do this in an election year.","supreme-court","Senator","Texas",36,33,15,19,8,"comments on ""Meet the Press""",111
"1172","republican","ted-cruz",1053,1206,1097,902,456,3760,3760,"pants-fire","The Obama administration has even joined Islamist governments in sponsoring a U.N. resolution that would shred our First Amendment by threatening to make discussion of radical Islamism potentially illegal.","terrorism","Senator","Texas",36,33,15,19,8,"a campaign email",111
"1173","republican","ted-cruz",1053,1206,1097,902,456,3786,3786,"half-true","Says he has repeatedly praised Chuck Hagels character, patriotism, bravery, and personal service defending our nation.","congress,foreign-policy,job-accomplishments,patriotism","Senator","Texas",36,33,15,19,8,"a news article.",111
"1174","republican","ted-cruz",1053,1206,1097,902,456,3796,3796,"barely-true","The Democrats in the Senate last year introduced a constitutional amendment to repeal the free speech protections of the First Amendment.","campaign-finance,legal-issues","Senator","Texas",36,33,15,19,8,"a speech at the Rising Tide Summit in Cedar Rapids, Iowa",111
"1175","republican","ted-cruz",1053,1206,1097,902,456,3858,3858,"true","There have been multiple media reports about (Donald Trumps) business dealings with the mob, with the mafia.","candidates-biography,crime","Senator","Texas",36,33,15,19,8,"comments on Meet the Press",111
"1176","republican","ted-cruz",1053,1206,1097,902,456,3958,3958,"false","The Iran Deal will facilitate and accelerate the nation of Iran acquiring nuclear weapons.","corrections-and-updates,foreign-policy,nuclear","Senator","Texas",36,33,15,19,8,"a tweet",111
"1177","republican","ted-cruz",1053,1206,1097,902,456,4111,4111,"mostly-true","Says David Dewhurst skipped nine candidate forums after announcing his U.S. Senate candidacy.","candidates-biography","Senator","Texas",36,33,15,19,8,"a campaign video.",111
"1178","republican","ted-cruz",1053,1206,1097,902,456,4254,4254,"false","The Iran deal trusts the Iranians to inspect themselves.","foreign-policy,nuclear","Senator","Texas",36,33,15,19,8,"a speech to the Greater Houston Partnership",111
"1179","republican","ted-cruz",1053,1206,1097,902,456,4312,4312,"false","Expanding Medicaid will worsen health care options for the most vulnerable among us in Texas.","health-care,medicaid,poverty","Senator","Texas",36,33,15,19,8,"remarks in Austin, Texas",111
"1180","republican","ted-cruz",1053,1206,1097,902,456,4356,4356,"mostly-true","We have the lowest percentage of Americans working today of any year since 1977.","economy,jobs","Senator","Texas",36,33,15,19,8,"the Fox Business Network debate",111
"1181","republican","ted-cruz",1053,1206,1097,902,456,4481,4481,"barely-true","92 million Americans arent working.","economy,jobs","Senator","Texas",36,33,15,19,8,"an interview on CNN's ""State of the Union""",111
"1182","republican","ted-cruz",1053,1206,1097,902,456,4513,4513,"half-true","Says President Barack Obama appointed Eric Holder as attorney general. Eric Holder said he viewed his mission as brainwashing the American people against guns.","crime,criminal-justice,guns","Senator","Texas",36,33,15,19,8,"a Republican presidential debate in North Charleston, S.C.",111
"1183","republican","ted-cruz",1053,1206,1097,902,456,4658,4658,"mostly-true","Amajority of the men and women on this stage have previously and publicly embraced amnesty. I am the only candidate on this stage who has never supportedamnesty.","immigration","Senator","Texas",36,33,15,19,8,"comments during the CNN debate",111
"1184","republican","ted-cruz",1053,1206,1097,902,456,4677,4677,"mostly-true","Obama unilaterally announced he was delaying employer mandate through a blog post by a mid-level bureaucrat at the Department of Treasury.","corrections-and-updates,health-care,legal-issues,taxes","Senator","Texas",36,33,15,19,8,"a speech at a Texas Public Policy Foundation forum",111
"1185","republican","ted-cruz",1053,1206,1097,902,456,4945,4945,"pants-fire","Says Barack Obama began his presidency going on a worldwide apology tour.","foreign-policy","Senator","Texas",36,33,15,19,8,"a U.S. Senate debate hosted by Empower Texans and the Texas Public Policy Foundation",111
"1186","republican","ted-cruz",1053,1206,1097,902,456,4961,4961,"half-true","Says Donald Trump brings in hundreds of foreign workers to replace Americans.","immigration,labor","Senator","Texas",36,33,15,19,8,"a TV ad",111
"1187","republican","ted-cruz",1053,1206,1097,902,456,5152,5152,"barely-true","Says Donald Trump and Marco Rubio opposed Cruzs efforts to defund Planned Parenthood.","abortion,federal-budget","Senator","Texas",36,33,15,19,8,"a TV ad that ran mostly in Iowa",111
"1188","republican","ted-cruz",1053,1206,1097,902,456,5385,5385,"false","UPS left 15,000 employees spouses without health insurance and told them to, go on an exchange with no employer subsidy.","families,health-care","Senator","Texas",36,33,15,19,8,"a Senate floor speech",111
"1189","republican","ted-cruz",1053,1206,1097,902,456,5488,5488,"mostly-true","Says David Dewhurst accused Cruz of being a Red Chinese Communist.","bipartisanship,candidates-biography","Senator","Texas",36,33,15,19,8,"a widely distributed email memo.",111
"1190","republican","ted-cruz",1053,1206,1097,902,456,5597,5597,"mostly-true","A majority of the candidates on this stage have supported amnesty ... I have never supported amnesty.","candidates-biography,immigration","Senator","Texas",36,33,15,19,8,"in comments at a GOP debate in Cleveland",111
"1191","republican","ted-cruz",1053,1206,1097,902,456,5683,5683,"pants-fire","Obamacare is the biggest job-killer in this country -- millions of Americans have lost their jobs, have been forced into part-time work.","health-care","Senator","Texas",36,33,15,19,8,"comments during the Iowa Republican presidential debate",111
"1192","republican","ted-cruz",1053,1206,1097,902,456,5881,5882,"barely-true","The Democratic Party is getting smaller and smaller and smaller.","elections","Senator","Texas",36,33,15,19,8,"an interview on Fox News",111
"1193","republican","ted-cruz",1053,1206,1097,902,456,5891,5892,"false","One of the most troubling aspects of the Rubio-Schumer Gang of Eight bill was that it gave President Obama blanket authority to admit refugees, including Syrian refugees, without mandating any background checks whatsoever.","foreign-policy,immigration","Senator","Texas",36,33,15,19,8,"a Republican presidential debate in Las Vegas",111
"1194","republican","ted-cruz",1053,1206,1097,902,456,5899,5900,"mostly-true","In 2015 roughly 10,000 political arrests occurred in Cuba. That is five times as many as occurred in 2010, when there were only about 2,000.","foreign-policy,human-rights,legal-issues","Senator","Texas",36,33,15,19,8,"an interview on ABC's This Week",111
"1195","republican","ted-cruz",1053,1206,1097,902,456,5911,5912,"false","Says carpet bombing means bombing not a city, but the location of the troops, with embedded special forces to direct the air power.","corrections-and-updates,history,military,terrorism","Senator","Texas",36,33,15,19,8,"a Republican presidential debate in Las Vegas",111
"1196","republican","ted-cruz",1053,1206,1097,902,456,6484,6485,"barely-true","Obamacare-caused paperwork will annually absorb 190 million hours or more--and Mount Rushmore could be built 1,547 times over with the paperwork.","federal-budget,health-care","Senator","Texas",36,33,15,19,8,"a Senate floor colloquy",111
"1197","republican","ted-cruz",1053,1206,1097,902,456,6525,6526,"true","Says President Barack Obama will not utter the words radical Islamic terrorism and as matter of policy, nobody in the administration will say the words radical Islamic terrorism.","islam,terrorism","Senator","Texas",36,33,15,19,8,"a news conference.",111
"1198","republican","ted-cruz",1053,1206,1097,902,456,6629,6630,"pants-fire","A couple of debates ago, (Donald Trump) said if you dont support socialized health care, youre heartless.","health-care","Senator","Texas",36,33,15,19,8,"the Republican debate in Houston, Texas",111
"1199","republican","ted-cruz",1053,1206,1097,902,456,6672,6673,"barely-true","Today roughly half of born-again Christians arent voting. Theyre staying home.","corrections-and-updates,elections,religion","Senator","Texas",36,33,15,19,8,"unknown",111
"1200","republican","ted-cruz",1053,1206,1097,902,456,6737,6738,"false","David Dewhurst has never once cut one penny from the state budget.","state-budget","Senator","Texas",36,33,15,19,8,"a Republican US Senate debate at WFAA-TV, Channel 8, in Dallas.",111
"1201","republican","ted-cruz",1053,1206,1097,902,456,7176,7177,"barely-true","Poll after poll after poll shows me beating Hillary.","polls","Senator","Texas",36,33,15,19,8,"an interview on CNN",111
"1202","republican","ted-cruz",1053,1206,1097,902,456,7434,7435,"barely-true","Says the one person (Donald Trump)has suggested that would make a good justice is his sister, who is a court of appeals judge appointed by Bill Clinton. She is a hardcore pro-abortion liberal judge.","abortion,supreme-court","Senator","Texas",36,33,15,19,8,"on ABC's ""This Week""",111
"1203","republican","ted-cruz",1053,1206,1097,902,456,7584,7585,"barely-true","In the last four years, our economy has grown on average 0.9 percent a year.","economy","Senator","Texas",36,33,15,19,8,"an interview on NBC's ""The Tonight Show with Jay Leno""",111
"1204","republican","ted-cruz",1053,1206,1097,902,456,7666,7667,"barely-true","During eight years under Ronald Reagan, African-American median income rose by about $5,000.","corrections-and-updates,economy","Senator","Texas",36,33,15,19,8,"a town hall in Henniker, N.H.",111
"1205","republican","ted-cruz",1053,1206,1097,902,456,7819,7820,"barely-true","Says President Barack Obama has been presiding over our jobs going overseas for seven years.","economy,foreign-policy,jobs,trade","Senator","Texas",36,33,15,19,8,"an interview with NBC's ""Meet the Press""",111
"1206","republican","ted-cruz",1053,1206,1097,902,456,7838,7839,"barely-true","Every month, we get the reports from the Bureau of Labor Statistics that say even more people have given up looking for work.","economy,health-care,jobs","Senator","Texas",36,33,15,19,8,"Senate floor speech on the Obamacare law",111
"1207","republican","ted-cruz",1053,1206,1097,902,456,7869,7870,"barely-true","Says Barack Obama broke a decades-old policy of not negotiating with terrorists.","foreign-policy,iraq,terrorism","Senator","Texas",36,33,15,19,8,"comments on ABC's ""This Week""",111
"1208","republican","ted-cruz",1053,1206,1097,902,456,8128,8129,"false","Mike Morell testified and told Congress that the reason Obama has not bombed ISISoil fields is theyre concerned about global warming.","climate-change,energy,foreign-policy,terrorism","Senator","Texas",36,33,15,19,8,"an interview with NPR",111
"1209","republican","ted-cruz",1053,1206,1097,902,456,8142,8143,"barely-true","Barack Obama issued a decree demanding that every public school now allow grown men and boys into the little girls bathroom.","children,education,legal-issues,sexuality","Senator","Texas",36,33,15,19,8,"his speech at the Republican Party of Texas convention",111
"1210","republican","ted-cruz",1053,1206,1097,902,456,8263,8265,"false","Under Barack Obama and the big government economy, the median wage for women has dropped $733.","economy,jobs,women","Senator","Texas",36,33,15,19,8,"a Republican presidential debate in Boulder, Colo.",111
"1211","republican","ted-cruz",1053,1206,1097,902,456,8397,8399,"false","Did you know ObamaCare will cost nearly twice as much as initially expected -- $1.8 TRILLION?","health-care","Senator","Texas",36,33,15,19,8,"a tweet.",111
"1212","republican","ted-cruz",1053,1206,1097,902,456,8532,8534,"false","The 2013 immigration bill expanded President Obamas ability to bring Syrian refugees to this country without mandating any meaningful background checks.","immigration","Senator","Texas",36,33,15,19,8,"a town hall event in Windham, N.H.",111
"1213","republican","ted-cruz",1053,1206,1097,902,456,8548,8550,"true","There are more words in the IRS code than there are in the Bible.","taxes","Senator","Texas",36,33,15,19,8,"the Republican presidential debate in Milwaukee, Wis.",111
"1214","republican","ted-cruz",1053,1206,1097,902,456,8760,8762,"barely-true","I have not insulted Donald personally.","candidates-biography","Senator","Texas",36,33,15,19,8,"comments during the Iowa Republican presidential debate",111
"1215","republican","ted-cruz",1053,1206,1097,902,456,8782,8784,"mostly-true","Today the top 1 percent earn a higher share of our national income than any year since 1928.","income","Senator","Texas",36,33,15,19,8,"an interview with Fox News",111
"1216","republican","ted-cruz",1053,1206,1097,902,456,8824,8826,"false","Small businesses (are) going out of business in record numbers.","economy,small-business","Senator","Texas",36,33,15,19,8,"a speech at Liberty University",111
"1217","republican","ted-cruz",1053,1206,1097,902,456,8828,8830,"mostly-true","Says Donald Trump wants to keep big government in charge of federally-owned land.","environment","Senator","Texas",36,33,15,19,8,"a campaign ad",111
"1218","republican","ted-cruz",1053,1206,1097,902,456,8874,8876,"false","Existing law right now requires 700 miles of double-layered border fencing on the Mexico border.","immigration","Senator","Texas",36,33,15,19,8,"a radio interview.",111
"1219","republican","ted-cruz",1053,1206,1097,902,456,9018,9020,"barely-true","The Obama administration spent $205,075 in stimulus funds to relocate a shrub that sells for $16.","economy,stimulus","Senator","Texas",36,33,15,19,8,"a report",111
"1220","republican","ted-cruz",1053,1206,1097,902,456,9033,9035,"barely-true","The Supreme Courts views are radically out of step with public opinion regarding its decision to legalize same-sex marriage nationwide.","gays-and-lesbians,polls,supreme-court","Senator","Texas",36,33,15,19,8,"an interview on NPR",111
"1221","republican","ted-cruz",1053,1206,1097,902,456,9116,9118,"false","A strong bipartisan majority in the House of Representatives voted to defund Obamacare.","congressional-rules,federal-budget,health-care","Senator","Texas",36,33,15,19,8,"a news release",111
"1222","republican","ted-cruz",1053,1206,1097,902,456,9165,9167,"barely-true","Neville Chamberlain told the British people: Accept the Nazis. Yes, they will dominate the continent of Europe, but that is not our problem. Lets appease them. Why? Because it cant be done. We cannot possibly stand against them.","health-care,history","Senator","Texas",36,33,15,19,8,"speech advocating repeal of Obamacare law",111
"1223","republican","ted-cruz",1053,1206,1097,902,456,9198,9200,"false","Says CNN reported Ben Carson was taking a break from campaigning and the Cruz campaign forwarded that news to our volunteers.","candidates-biography","Senator","Texas",36,33,15,19,8,"the New Hampshire GOP debate",111
"1224","republican","ted-cruz",1053,1206,1097,902,456,9293,9295,"half-true","Says 95 percent of people caught crossing the U.S.-Mexico border said in a survey we are coming because weve been promised amnesty.","immigration","Senator","Texas",36,33,15,19,8,"a press conference",111
"1225","republican","ted-cruz",1053,1206,1097,902,456,9320,9322,"half-true","Saturday Night Live executive producer Lorne Michaels could be put in jail under this amendment for making fun of any politician.","campaign-finance,legal-issues","Senator","Texas",36,33,15,19,8,"a Senate floor speech",111
"1226","republican","ted-cruz",1053,1206,1097,902,456,9720,9722,"false","Virtually every person across this country has seen premiums going up and up and up due to Obamacare.","health-care","Senator","Texas",36,33,15,19,8,"a conversation with reporters",111
"1227","republican","ted-cruz",1053,1206,1097,902,456,9757,9759,"mostly-true","I opposed TPP (Trans-Pacific Partnership) and have always opposed TPP.","trade","Senator","Texas",36,33,15,19,8,"the Republican debate in Miami",111
"1228","republican","ted-cruz",1053,1206,1097,902,456,9798,9800,"true","Says Marco Rubio knows full well I voted for his amendment to increase military spending to $697 billion.","federal-budget,military,voting-record","Senator","Texas",36,33,15,19,8,"a Republican presidential debate in North Charleston, S.C.",111
"1229","republican","ted-cruz",1053,1206,1097,902,456,9824,9826,"mostly-true","The Obama administration is refusing to directly arm the Kurds.","foreign-policy,iraq,terrorism","Senator","Texas",36,33,15,19,8,"comments on CNN's ""State of the Union""",111
"1230","republican","ted-cruz",1053,1206,1097,902,456,9939,9941,"false","Says children are coming into the U.S. in staggering numbers because President Barack Obama has been promising amnesty.","immigration","Senator","Texas",36,33,15,19,8,"a press conference at Lackland Air Force Base",111
"1231","republican","ted-cruz",1053,1206,1097,902,456,9944,9946,"mostly-true","Says a company that got tax breaks from the state later laid off 100 Ohioans, even as its CEO cut a half-million-dollar check to Kasichs super PAC.","campaign-finance,candidates-biography,ethics","Senator","Texas",36,33,15,19,8,"ad paid for by campaign for Ted Cruz",111
"1232","republican","ted-cruz",1053,1206,1097,902,456,10132,10134,"half-true","Says Donald Trumps only economic agenda is imposing massive taxes on the American people with a 40 percent tax hike of a giant tariff.","economy,jobs,taxes","Senator","Texas",36,33,15,19,8,"an interview on ""Meet the Press""",111
"1233","republican","ted-cruz",1053,1206,1097,902,456,10134,10136,"false","Says President Obama just granted all of Congress an exception to Obamacare.","congress,health-care","Senator","Texas",36,33,15,19,8,"a speech to the Family Leadership Summit in Ames, Iowa",111
"1234","republican","ted-cruz",1053,1206,1097,902,456,10146,10148,"false","The federal government is going after school districts, trying to force them to let boys shower with little girls.","education,sexuality,sports","Senator","Texas",36,33,15,19,8,"an interview with Steven Crowder",111
"1235","republican","ted-cruz",1053,1206,1097,902,456,10243,10245,"barely-true","The Senate immigration bill has immediate legalization ... and the border security is sometime in the future, and just like in 1986, its designed never to come into being.","corrections-and-updates,immigration","Senator","Texas",36,33,15,19,8,"an interview with Fox News",111
"1236","republican","ted-cruz",1053,1206,1097,902,456,10373,10375,"false","Obama, instead of nominating a health professional, he nominated someone who is an anti-gun activist (for surgeon general).","congress,corrections-and-updates,ebola,guns,health-care,public-health","Senator","Texas",36,33,15,19,8,"an interview on CNN",111
"1237","republican","ted-cruz",1053,1206,1097,902,456,10395,10397,"false","On support for Trade Promotion Authority, calledfast-track","trade","Senator","Texas",36,33,15,19,8,"an op-ed on Breitbart",111
"1238","republican","ted-cruz",1053,1206,1097,902,456,10469,10471,"mostly-true","Under President Barack Obama,Weve got the lowest labor force participation in over three decades, since 1978.","economy","Senator","Texas",36,33,15,19,8,"an interview on CBS' ""Face the Nation""",111
"1239","republican","ted-cruz",1053,1206,1097,902,456,10485,10487,"barely-true","There is long historical precedent for a Supreme Court with fewer justices.","history,supreme-court","Senator","Texas",36,33,15,19,8,"a rally for a Colorado U.S. Senate nominee",111
